Year,Month,District,Max  temp,Min Temp,Days of frost in the air (days 0 or below),Rainfall,Sunshine,Temperature
2024,1,Scotland,5.4,-0.4,15.7,165.1,46.8,2.5
2024,2,Scotland,7,1.4,9.8,149.2,64.7,4.2
2024,3,Scotland,8.1,1.9,7.7,112.7,101.4,5
2024,4,Scotland,10.3,2.9,5.8,148.9,119.2,6.6
2024,5,Scotland,16.3,8.5,0,82.8,145.8,12.4
2024,6,Scotland,14.9,7.7,0.1,91.9,139.2,11.3
2024,7,Scotland,16.5,9.2,0,87.3,119.2,12.85
2024,8,Scotland,16.6,9.7,0,194.6,126.1,13.15
2024,9,Scotland,14.5,7,0.6,78.1,125.7,10.75
2024,10,Scotland,12,6,2.1,121.5,70.1,9
2024,11,Scotland,8.5,2.3,9.6,87.5,46.4,5.4
2024,12,Scotland,7.6,2.7,8.5,232.1,18.5,5.15
